IoU,AvgIOU,TP,FP,FN,Precision,Recall,F1,file,folder,model,,TP,FP,FN,Precision,Recall,F1
0.25,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.3,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.35,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.4,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.45,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.5,0.771274554,19,0,0,1,1,1,TCE_1244,test,best.pt,,,,,,,
0.2,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.25,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.3,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.35,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.4,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.45,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.5,0.759981064,18,0,1,1,0.95,0.97,TCE_1246,test,best.pt,,,,,,,
0.2,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.25,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.3,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.35,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.4,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.45,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.5,0.760937678,19,0,0,1,1,1,TCE_1247,test,best.pt,,,,,,,
0.2,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.25,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.3,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.35,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.4,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.45,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.5,0.747920217,19,0,0,1,1,1,TCE_1248,test,best.pt,,,,,,,
0.2,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.25,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.3,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.35,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.4,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.45,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.5,0.720427169,19,0,0,1,1,1,TCE_1249,test,best.pt,,,,,,,
0.2,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.25,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.3,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.35,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.4,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.45,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.5,0.782870922,19,0,0,1,1,1,TCE_1251,test,best.pt,,,,,,,
0.2,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.25,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.3,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.35,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.4,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.45,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.5,0.774854468,19,0,0,1,1,1,TCE_1262,test,best.pt,,,,,,,
0.2,0.747181736,19,0,0,1,1,1,TCE_1265,test,best.pt,,,,,,,
0.25,0.747181736,19,0,0,1,1,1,TCE_1265,test,best.pt,,,,,,,
0.3,0.747181736,19,0,0,1,1,1,TCE_1265,test,best.pt,,,,,,,
0.35,0.747181736,19,0,0,1,1,1,TCE_1265,test,best.pt,,,,,,,
0.4,0.709822651,18,1,1,0.95,0.95,0.95,TCE_1265,test,best.pt,,,,,,,
0.45,0.709822651,18,1,1,0.95,0.95,0.95,TCE_1265,test,best.pt,,,,,,,
0.5,0.709822651,18,1,1,0.95,0.95,0.95,TCE_1265,test,best.pt,,,,,,,
0.2,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.25,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.3,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.35,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.4,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.45,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.5,0.68737703,18,1,1,0.95,0.95,0.95,TCE_1266,test,best.pt,,,,,,,
0.2,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.25,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.3,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.35,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.4,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.45,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.5,0.790432275,19,0,0,1,1,1,TCE_1270,test,best.pt,,,,,,,
0.2,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.25,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.3,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.35,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.4,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.45,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.5,0.792320748,20,0,0,1,1,1,TCE_1272,test,best.pt,,,,,,,
0.2,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.25,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.3,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.35,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.4,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.45,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.5,0.781844358,19,0,0,1,1,1,TCE_1278,test,best.pt,,,,,,,
0.2,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.25,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.3,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.35,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.4,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.45,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.5,0.708607756,18,0,1,1,0.95,0.97,TCE_1282,test,best.pt,,,,,,,
0.2,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.25,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.3,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.35,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.4,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.45,0.753522106,19,0,0,1,1,1,TCE_1293,test,best.pt,,,,,,,
0.5,0.715846002,18,1,1,0.95,0.95,0.95,TCE_1293,test,best.pt,,,,,,,
0.2,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.25,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.3,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.35,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.4,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.45,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.5,0.751085047,19,0,0,1,1,1,TCE_1296,test,best.pt,,,,,,,
0.2,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.25,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.3,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.35,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.4,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.45,0.670763405,19,0,0,1,1,1,TCE_1303,test,best.pt,,,,,,,
0.5,0.637225237,18,1,1,0.95,0.95,0.95,TCE_1303,test,best.pt,,,,,,,
0.2,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.25,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.3,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.35,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.4,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.45,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.5,0.705775059,19,0,0,1,1,1,TCE_1304,test,best.pt,,,,,,,
0.2,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.25,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.3,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.35,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.4,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.45,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.5,0.739924128,19,0,0,1,1,1,TCE_1305,test,best.pt,,,,,,,
0.2,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.25,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.3,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.35,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.4,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.45,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.5,0.731482493,19,0,0,1,1,1,TCE_1306,test,best.pt,,,,,,,
0.2,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.25,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.3,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.35,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.4,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.45,0.739140718,19,0,0,1,1,1,TCE_1310,test,best.pt,,,,,,,
0.5,0.702183684,18,1,1,0.95,0.95,0.95,TCE_1310,test,best.pt,,,,,,,
0.2,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.25,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.3,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.35,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.4,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.45,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.5,0.765469456,19,0,0,1,1,1,TCE_1311,test,best.pt,,,,,,,
0.2,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.25,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.3,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.35,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.4,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.45,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.5,0.693189526,19,0,0,1,1,1,TCE_1314,test,best.pt,,,,,,,
0.2,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.25,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.3,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.35,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.4,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.45,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.5,0.723890302,19,0,0,1,1,1,TCE_1315,test,best.pt,,,,,,,
0.2,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.25,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.3,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.35,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.4,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.45,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.5,0.748377198,18,0,1,1,0.95,0.97,TCE_1318,test,best.pt,,,,,,,
0.2,0.729392827,18,0,0,1,1,1,TCE_1324,test,best.pt,,,,,,,
0.25,0.729392827,18,0,0,1,1,1,TCE_1324,test,best.pt,,,,,,,
0.3,0.729392827,18,0,0,1,1,1,TCE_1324,test,best.pt,,,,,,,
0.35,0.729392827,18,0,0,1,1,1,TCE_1324,test,best.pt,,,,,,,
0.4,0.691003733,17,1,1,0.94,0.94,0.94,TCE_1324,test,best.pt,,,,,,,
0.45,0.691003733,17,1,1,0.94,0.94,0.94,TCE_1324,test,best.pt,,,,,,,
0.5,0.691003733,17,1,1,0.94,0.94,0.94,TCE_1324,test,best.pt,,,,,,,
0.2,0.773063038,19,0,0,1,1,1,TCE_1331,test,best.pt,,,,,,,
0.25,0.773063038,19,0,0,1,1,1,TCE_1331,test,best.pt,,,,,,,
0.3,0.773063038,19,0,0,1,1,1,TCE_1331,test,best.pt,,,,,,,
0.35,0.773063038,19,0,0,1,1,1,TCE_1331,test,best.pt,,,,,,,
0.4,0.734409888,18,1,1,0.95,0.95,0.95,TCE_1331,test,best.pt,,,,,,,
0.45,0.734409888,18,1,1,0.95,0.95,0.95,TCE_1331,test,best.pt,,,,,,,
0.5,0.734409888,18,1,1,0.95,0.95,0.95,TCE_1331,test,best.pt,,,,,,,
0.2,0.690669598,19,0,0,1,1,1,TCE_1332,test,best.pt,,,,,,,
0.25,0.690669598,19,0,0,1,1,1,TCE_1332,test,best.pt,,,,,,,
0.3,0.690669598,19,0,0,1,1,1,TCE_1332,test,best.pt,,,,,,,
0.35,0.65613612,18,1,1,0.95,0.95,0.95,TCE_1332,test,best.pt,,,,,,,
0.4,0.65613612,18,1,1,0.95,0.95,0.95,TCE_1332,test,best.pt,,,,,,,
0.45,0.65613612,18,1,1,0.95,0.95,0.95,TCE_1332,test,best.pt,,,,,,,
0.5,0.65613612,18,1,1,0.95,0.95,0.95,TCE_1332,test,best.pt,,,,,,,
0.2,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.25,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.3,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.35,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.4,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.45,0.683310751,18,0,0,1,1,1,TCE_1333,test,best.pt,,,,,,,
0.5,0.614979679,16,2,2,0.89,0.89,0.89,TCE_1333,test,best.pt,,,,,,,
0.2,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.25,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.3,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.35,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.4,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.45,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.5,0.71888212,18,0,1,1,0.95,0.97,TCE_1340,test,best.pt,,,,,,,
0.2,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.25,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.3,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.35,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.4,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.45,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.5,0.745421307,19,0,0,1,1,1,TCE_1341,test,best.pt,,,,,,,
0.2,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.25,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.3,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.35,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.4,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.45,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.5,0.768767584,19,0,0,1,1,1,TCE_1344,test,best.pt,,,,,,,
0.2,0.702248209,19,0,0,1,1,1,TCE_1346,test,best.pt,,,,,,,
0.25,0.702248209,19,0,0,1,1,1,TCE_1346,test,best.pt,,,,,,,
0.3,0.702248209,19,0,0,1,1,1,TCE_1346,test,best.pt,,,,,,,
0.35,0.702248209,19,0,0,1,1,1,TCE_1346,test,best.pt,,,,,,,
0.4,0.702248209,19,0,0,1,1,1,TCE_1346,test,best.pt,,,,,,,
0.45,0.667135801,18,1,1,0.95,0.95,0.95,TCE_1346,test,best.pt,,,,,,,
0.5,0.667135801,18,1,1,0.95,0.95,0.95,TCE_1346,test,best.pt,,,,,,,
0.2,0.694748983,19,0,0,1,1,1,TCE_1347,test,best.pt,,,,,,,
0.25,0.694748983,19,0,0,1,1,1,TCE_1347,test,best.pt,,,,,,,
0.3,0.694748983,19,0,0,1,1,1,TCE_1347,test,best.pt,,,,,,,
0.35,0.694748983,19,0,0,1,1,1,TCE_1347,test,best.pt,,,,,,,
0.4,0.694748983,19,0,0,1,1,1,TCE_1347,test,best.pt,,,,,,,
0.45,0.660011536,18,1,1,0.95,0.95,0.95,TCE_1347,test,best.pt,,,,,,,
0.5,0.660011536,18,1,1,0.95,0.95,0.95,TCE_1347,test,best.pt,,,,,,,
0.2,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.25,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.3,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.35,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.4,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.45,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.5,0.766729654,19,0,0,1,1,1,TCE_1357,test,best.pt,,,,,,,
0.2,0.751821932,19,0,0,1,1,1,TCE_1358,test,best.pt,,,,,,,
0.25,0.751821932,19,0,0,1,1,1,TCE_1358,test,best.pt,,,,,,,
0.3,0.751821932,19,0,0,1,1,1,TCE_1358,test,best.pt,,,,,,,
0.35,0.751821932,19,0,0,1,1,1,TCE_1358,test,best.pt,,,,,,,
0.4,0.751821932,19,0,0,1,1,1,TCE_1358,test,best.pt,,,,,,,
0.45,0.714230837,18,1,1,0.95,0.95,0.95,TCE_1358,test,best.pt,,,,,,,
0.5,0.714230837,18,1,1,0.95,0.95,0.95,TCE_1358,test,best.pt,,,,,,,
0.2,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.25,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.3,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.35,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.4,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.45,0.732035942,19,0,0,1,1,1,TCE_1360,test,best.pt,,,,,,,
0.5,0.695434147,18,1,1,0.95,0.95,0.95,TCE_1360,test,best.pt,,,,,,,
0.2,0.717757284,19,0,0,1,1,1,TCE_1364,test,best.pt,,,,,,,
0.25,0.717757284,19,0,0,1,1,1,TCE_1364,test,best.pt,,,,,,,
0.3,0.717757284,19,0,0,1,1,1,TCE_1364,test,best.pt,,,,,,,
0.35,0.717757284,19,0,0,1,1,1,TCE_1364,test,best.pt,,,,,,,
0.4,0.717757284,19,0,0,1,1,1,TCE_1364,test,best.pt,,,,,,,
0.45,0.681869422,18,1,1,0.95,0.95,0.95,TCE_1364,test,best.pt,,,,,,,
0.5,0.681869422,18,1,1,0.95,0.95,0.95,TCE_1364,test,best.pt,,,,,,,
0.2,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.25,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.3,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.35,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.4,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.45,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.5,0.732070374,18,0,1,1,0.95,0.97,TCE_1368,test,best.pt,,,,,,,
0.2,0.706850239,19,0,0,1,1,1,TCE_1375,test,best.pt,,,,,,,
0.25,0.706850239,19,0,0,1,1,1,TCE_1375,test,best.pt,,,,,,,
0.3,0.706850239,19,0,0,1,1,1,TCE_1375,test,best.pt,,,,,,,
0.35,0.706850239,19,0,0,1,1,1,TCE_1375,test,best.pt,,,,,,,
0.4,0.706850239,19,0,0,1,1,1,TCE_1375,test,best.pt,,,,,,,
0.45,0.671507729,18,1,1,0.95,0.95,0.95,TCE_1375,test,best.pt,,,,,,,
0.5,0.671507729,18,1,1,0.95,0.95,0.95,TCE_1375,test,best.pt,,,,,,,
0.2,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.25,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.3,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.35,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.4,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.45,0.74222175,19,0,0,1,1,1,TCE_1381,test,best.pt,,,,,,,
0.5,0.705110664,18,1,1,0.95,0.95,0.95,TCE_1381,test,best.pt,,,,,,,
0.2,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.25,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.3,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.35,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.4,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.45,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.5,0.80839778,19,0,0,1,1,1,TCE_1388,test,best.pt,,,,,,,
0.2,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.25,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.3,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.35,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.4,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.45,0.720009432,19,0,0,1,1,1,TCE_1390,test,best.pt,,,,,,,
0.5,0.684008963,18,1,1,0.95,0.95,0.95,TCE_1390,test,best.pt,,,,,,,
0.2,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.25,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.3,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.35,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.4,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.45,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.5,0.759552697,20,0,0,1,1,1,TCE_1394,test,best.pt,,,,,,,
0.2,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.25,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.3,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.35,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.4,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.45,0.704203416,19,0,0,1,1,1,TCE_1400,test,best.pt,,,,,,,
0.5,0.608175682,16,3,3,0.84,0.84,0.84,TCE_1400,test,best.pt,,,,,,,
0.2,0.717646073,19,0,0,1,1,1,TCE_1401,test,best.pt,,,,,,,
0.25,0.717646073,19,0,0,1,1,1,TCE_1401,test,best.pt,,,,,,,
0.3,0.717646073,19,0,0,1,1,1,TCE_1401,test,best.pt,,,,,,,
0.35,0.717646073,19,0,0,1,1,1,TCE_1401,test,best.pt,,,,,,,
0.4,0.717646073,19,0,0,1,1,1,TCE_1401,test,best.pt,,,,,,,
0.45,0.681763771,18,1,1,0.95,0.95,0.95,TCE_1401,test,best.pt,,,,,,,
0.5,0.681763771,18,1,1,0.95,0.95,0.95,TCE_1401,test,best.pt,,,,,,,
0.2,0.676130609,20,0,0,1,1,1,TCE_1402,test,best.pt,,,,,,,
